time,frame,throttle,brake,steer,speed,imu_ax,imu_ay,imu_az
1765391103.8021932,4128,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.812212,4129,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.8232503,4130,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.8569806,4131,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.8579812,4132,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.867006,4133,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.8774738,4134,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.887983,4135,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.8970375,4136,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.9066892,4137,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.9182262,4138,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.9302373,4139,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.9614644,4140,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.9614644,4141,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.969973,4142,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.97799,4143,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.9880152,4144,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391103.9980443,4145,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.0090706,4146,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.021145,4147,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.053672,4148,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.0546935,4149,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.0632048,4150,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.0729616,4151,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.0799663,4152,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.0909874,4153,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.1025133,4154,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.1349363,4155,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.1359365,4156,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.1439667,4157,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.152992,4158,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.1609962,4159,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.1715415,4160,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.1837847,4161,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.2057343,4162,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.2184427,4163,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.2214441,4164,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.2349799,4165,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.2446892,4166,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.2544453,4167,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.2649539,4168,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.2769783,4169,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.2880163,4170,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.3195796,4171,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.32058,4172,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.329119,4173,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.3392625,4174,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.347279,4175,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.357567,4176,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.369198,4177,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.3792892,4178,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.4110143,4179,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.41303,4180,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.421035,4181,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.4291596,4182,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.4382262,4183,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.4494538,4184,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.4609594,4185,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.4946866,4186,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.4956875,4187,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.5031948,4188,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.5132108,4189,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.5215068,4190,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.5310144,4191,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.5431645,4192,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.554197,4193,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.5871692,4194,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.5881698,4195,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.5956235,4196,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.6043122,4197,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.6123111,4198,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.624002,4199,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.6350334,4200,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.6691856,4201,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.6701868,4202,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.6782324,4203,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.6873636,4204,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.6957076,4205,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.7062774,4206,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.7173207,4207,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.7285552,4208,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.761464,4209,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.761464,4210,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.769974,4211,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.779043,4212,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.7860725,4213,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.7977386,4214,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.809389,4215,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.8410063,4216,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.843022,4217,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.8510256,4218,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.861048,4219,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.8690681,4220,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.879145,4221,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.890712,4222,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.9233954,4223,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.9243999,4224,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.9324038,4225,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.9415019,4226,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.9510286,4227,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.961053,4228,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391104.9726386,4229,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.004956,4230,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.004956,4231,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.0139804,4232,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.024006,4233,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.032509,4234,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.04255,4235,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.0536208,4236,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.0656996,4237,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.096979,4238,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.09798,4239,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.1059966,4240,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.1140227,4241,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.1230388,4242,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.1350708,4243,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.1463022,4244,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.178341,4245,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.1793425,4246,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.1864412,4247,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.1969593,4248,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.2046626,4249,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.2162178,4250,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.2272558,4251,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.259995,4252,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.259995,4253,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.2685003,4254,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.2780738,4255,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.287113,4256,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.2981637,4257,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.3101788,4258,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.3410542,4259,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.3430707,4260,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.3520744,4261,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.3624315,4262,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.3699403,4263,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.379997,4264,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.3925278,4265,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.404107,4266,0.000,1.000,0.000,0.000,-0.0027,0.0200,9.8100
1765391105.4350703,4267,0.850,0.000,0.000,0.002,-0.0027,0.0200,9.8100
1765391105.4360707,4268,0.850,0.000,0.000,0.002,-0.0027,0.0200,9.8100
1765391105.4443002,4269,0.850,0.000,0.000,0.002,-0.0027,0.0200,9.8100
1765391105.4533074,4270,0.850,0.000,0.000,0.003,-0.0027,0.0200,9.8100
1765391105.461312,4271,0.850,0.000,0.000,0.002,-0.0027,0.0200,9.8100
1765391105.4730499,4272,0.850,0.000,0.000,0.001,-0.0027,0.0200,9.8100
1765391105.4860797,4273,0.850,0.000,0.000,0.001,-0.0027,0.0200,9.8100
1765391105.517203,4274,0.850,0.000,0.000,0.001,-0.0027,0.0200,9.8100
1765391105.5182035,4275,0.850,0.000,0.000,0.066,-0.0027,0.0200,9.8100
1765391105.526235,4276,0.850,0.000,0.000,0.009,-0.0027,0.0200,9.8100
1765391105.5356426,4277,0.850,0.000,0.000,0.082,-0.0027,0.0200,9.8100
1765391105.544202,4278,0.850,0.000,0.000,0.038,-0.0027,0.0200,9.8100
1765391105.555615,4279,0.850,0.000,0.000,0.089,-0.0027,0.0200,9.8100
1765391105.566734,4280,0.850,0.000,0.000,0.139,-0.0027,0.0200,9.8100
1765391105.5773678,4281,0.850,0.000,0.000,0.158,-0.0027,0.0200,9.8100
1765391105.6105077,4282,0.850,0.000,0.000,0.216,-0.0027,0.0200,9.8100
1765391105.6115088,4283,0.850,0.000,-0.001,0.328,-0.0027,0.0200,9.8100
1765391105.620016,4284,0.850,0.000,-0.001,0.331,-0.0027,0.0200,9.8100
1765391105.6300569,4285,0.850,0.000,-0.001,0.376,-0.0027,0.0200,9.8100
1765391105.6370413,4286,0.850,0.000,-0.001,0.417,-0.0027,0.0200,9.8100
1765391105.6481385,4287,0.850,0.000,0.000,0.474,-0.0027,0.0200,9.8100
1765391105.6595528,4288,0.850,0.000,0.000,0.533,-0.0027,0.0200,9.8100
1765391105.6933365,4289,0.850,0.000,0.000,0.592,-0.0027,0.0200,9.8100
1765391105.6939473,4290,0.850,0.000,0.000,0.722,-0.0027,0.0200,9.8100
1765391105.703083,4291,0.850,0.000,-0.001,0.760,-0.0027,0.0200,9.8100
1765391105.7138002,4292,0.850,0.000,-0.001,0.793,-0.0027,0.0200,9.8100
1765391105.7223258,4293,0.850,0.000,-0.001,0.854,-0.0027,0.0200,9.8100
1765391105.7308235,4294,0.850,0.000,-0.001,0.877,-0.0027,0.0200,9.8100
1765391105.7433662,4295,0.850,0.000,-0.001,0.974,-0.0027,0.0200,9.8100
1765391105.7544692,4296,0.850,0.000,-0.001,1.047,-0.0027,0.0200,9.8100
1765391105.7871244,4297,0.850,0.000,-0.001,1.115,-0.0027,0.0200,9.8100
1765391105.7881246,4298,0.850,0.000,-0.001,1.238,-0.0027,0.0200,9.8100
1765391105.7962358,4299,0.850,0.000,-0.001,1.279,-0.0027,0.0200,9.8100
1765391105.8052654,4300,0.850,0.000,-0.001,1.305,-0.0027,0.0200,9.8100
1765391105.813389,4301,0.850,0.000,-0.001,1.376,-0.0027,0.0200,9.8100
1765391105.8244748,4302,0.850,0.000,-0.001,1.449,-0.0027,0.0200,9.8100
1765391105.8359911,4303,0.850,0.000,-0.001,1.519,-0.0027,0.0200,9.8100
1765391105.869169,4304,0.850,0.000,-0.001,1.592,-0.0027,0.0200,9.8100
1765391105.8701706,4305,0.850,0.000,-0.001,1.726,-0.0027,0.0200,9.8100
1765391105.878635,4306,0.850,0.000,-0.001,1.758,-0.0027,0.0200,9.8100
1765391105.8882565,4307,0.850,0.000,-0.001,1.794,-0.0027,0.0200,9.8100
1765391105.896688,4308,0.850,0.000,-0.001,1.861,-0.0027,0.0200,9.8100
1765391105.9072604,4309,0.850,0.000,-0.001,1.941,-0.0027,0.0200,9.8100
1765391105.9202712,4310,0.850,0.000,-0.001,2.021,-0.0027,0.0200,9.8100
1765391105.9312866,4311,0.850,0.000,-0.001,2.094,-0.0027,0.0200,9.8100
1765391105.964379,4312,0.850,0.000,-0.001,2.166,-0.0027,0.0200,9.8100
1765391105.9653795,4313,0.850,0.000,-0.001,2.314,-0.0027,0.0200,9.8100
1765391105.9734123,4314,0.850,0.000,-0.001,2.362,-0.0027,0.0200,9.8100
1765391105.9830005,4315,0.850,0.000,-0.001,2.422,-0.0027,0.0200,9.8100
1765391105.9910057,4316,0.850,0.000,-0.001,2.466,-0.0027,0.0200,9.8100
1765391106.002544,4317,0.850,0.000,-0.001,2.535,-0.0027,0.0200,9.8100
1765391106.0141332,4318,0.850,0.000,-0.001,2.602,-0.0027,0.0200,9.8100
1765391106.026488,4319,0.850,0.000,-0.001,2.672,-0.0027,0.0200,9.8100
1765391106.0592003,4320,0.850,0.000,-0.001,2.739,-0.0027,0.0200,9.8100
1765391106.060202,4321,0.850,0.000,-0.001,2.874,-0.0027,0.0200,9.8100
1765391106.0702784,4322,0.850,0.000,-0.001,2.930,-0.0027,0.0200,9.8100
1765391106.08086,4323,0.850,0.000,-0.001,2.994,-0.0027,0.0200,9.8100
1765391106.090881,4324,0.850,0.000,-0.001,3.049,-0.0027,0.0200,9.8100
1765391106.1004426,4325,0.850,0.000,-0.001,3.103,-0.0027,0.0200,9.8100
1765391106.1109505,4326,0.850,0.000,-0.001,3.164,-0.0027,0.0200,9.8100
1765391106.1240084,4327,0.850,0.000,-0.001,3.232,-0.0027,0.0200,9.8100
1765391106.1561587,4328,0.850,0.000,-0.001,3.298,-0.0027,0.0200,9.8100
1765391106.1571603,4329,0.850,0.000,-0.001,3.422,-0.0027,0.0200,9.8100
1765391106.1661704,4330,0.850,0.000,-0.001,3.472,-0.0027,0.0200,9.8100
1765391106.1777182,4331,0.850,0.000,-0.001,3.538,-0.0027,0.0200,9.8100
1765391106.190351,4332,0.850,0.000,-0.001,3.605,-0.0027,0.0200,9.8100
1765391106.2003653,4333,0.850,0.000,-0.001,3.662,-0.0027,0.0200,9.8100
1765391106.210845,4334,0.850,0.000,-0.001,3.718,-0.0027,0.0200,9.8100
1765391106.2203953,4335,0.850,0.000,-0.001,3.772,-0.0027,0.0200,9.8100
1765391106.23155,4336,0.850,0.000,-0.001,3.835,-0.0027,0.0200,9.8100
1765391106.2441247,4337,0.850,0.000,-0.001,3.903,-0.0027,0.0200,9.8100
1765391106.2772336,4338,0.850,0.000,-0.001,3.969,-0.0027,0.0200,9.8100
1765391106.278234,4339,0.850,0.000,-0.001,4.091,-0.0027,0.0200,9.8100
1765391106.2862673,4340,0.850,0.000,-0.001,4.134,-0.0027,0.0200,9.8100
1765391106.2967403,4341,0.850,0.000,-0.001,4.191,-0.0027,0.0200,9.8100
1765391106.3062956,4342,0.850,0.000,-0.001,4.245,-0.0027,0.0200,9.8100
1765391106.3143127,4343,0.850,0.000,-0.000,4.288,-0.0027,0.0200,9.8100
1765391106.3263488,4344,0.850,0.000,-0.000,4.354,-0.0027,0.0200,9.8100
1765391106.3373961,4345,0.850,0.000,-0.000,4.417,-0.0027,0.0200,9.8100
1765391106.3725023,4346,0.850,0.000,-0.000,4.479,-0.0027,0.0200,9.8100
1765391106.3740156,4347,0.850,0.000,-0.049,4.606,-0.0027,0.0200,9.8100
1765391106.3810253,4348,0.850,0.000,-0.049,4.649,-0.0027,0.0200,9.8100
1765391106.3910515,4349,0.850,0.000,-0.049,4.699,-0.0027,0.0200,9.8100
1765391106.399077,4350,0.850,0.000,-0.049,4.743,-0.0027,0.0200,9.8100
1765391106.410112,4351,0.165,0.000,-0.036,4.803,-0.0027,0.0200,9.8100
1765391106.4221542,4352,0.165,0.000,-0.036,4.867,-0.0027,0.0200,9.8100
1765391106.4567273,4353,0.165,0.000,-0.036,4.925,-0.0027,0.0200,9.8100
1765391106.4577274,4354,0.165,0.000,-0.036,5.027,-0.0027,0.0200,9.8100
1765391106.465853,4355,0.000,0.395,-0.032,5.058,-0.0027,0.0200,9.8100
1765391106.4755774,4356,0.000,0.395,-0.032,5.082,-0.0027,0.0200,9.8100
1765391106.4836745,4357,0.000,0.395,-0.032,5.104,-0.0027,0.0200,9.8100
1765391106.496107,4358,0.000,0.395,-0.032,5.123,-0.0027,0.0200,9.8100
1765391106.5071874,4359,0.000,0.700,-0.027,5.132,-0.0027,0.0200,9.8100
1765391106.5402653,4360,0.000,0.700,-0.027,5.128,-0.0027,0.0200,9.8100
1765391106.5422645,4361,0.000,0.700,-0.027,5.060,-0.0027,0.0200,9.8100
1765391106.5503683,4362,0.000,0.700,-0.027,5.061,-0.0027,0.0200,9.8100
1765391106.560721,4363,0.000,0.700,-0.025,5.043,-0.0027,0.0200,9.8100
1765391106.5692542,4364,0.000,0.700,-0.025,5.002,-0.0027,0.0200,9.8100
1765391106.5793948,4365,0.000,0.700,-0.025,4.997,-0.0027,0.0200,9.8100
1765391106.590754,4366,0.000,0.700,-0.025,4.859,-0.0027,0.0200,9.8100
1765391106.602398,4367,0.000,0.700,-0.076,4.678,-0.0027,0.0200,9.8100
1765391106.6353247,4368,0.000,0.700,-0.076,4.500,-0.0027,0.0200,9.8100
1765391106.6363246,4369,0.000,0.700,-0.076,4.133,-0.0027,0.0200,9.8100
1765391106.6454062,4370,0.000,0.700,-0.076,3.996,8298.6826,52.4739,9.2074
1765391106.6555655,4371,0.000,0.392,-0.060,3.830,8298.6826,52.4739,9.2074
1765391106.6640854,4372,0.000,0.392,-0.060,3.691,8298.6826,52.4739,9.2074
1765391106.673653,4373,0.000,0.392,-0.060,3.530,8298.6826,52.4739,9.2074
1765391106.6863823,4374,0.000,0.392,-0.060,3.334,8298.6826,52.4739,9.2074
1765391106.7199621,4375,0.850,0.000,-0.058,3.158,8298.6826,52.4739,9.2074
1765391106.7209623,4376,0.850,0.000,-0.058,2.802,8298.6826,52.4739,9.2074
1765391106.7290132,4377,0.850,0.000,-0.058,2.770,8298.6826,52.4739,9.2074
1765391106.7390351,4378,0.850,0.000,-0.058,2.796,8298.6826,52.4739,9.2074
1765391106.7480612,4379,0.850,0.000,-0.057,2.797,8298.6826,52.4739,9.2074
1765391106.758083,4380,0.850,0.000,-0.057,2.820,8298.6826,52.4739,9.2074
1765391106.7701063,4381,0.850,0.000,-0.057,2.843,8298.6826,52.4739,9.2074
1765391106.7821476,4382,0.850,0.000,-0.057,2.866,8298.6826,52.4739,9.2074
1765391106.8165154,4383,0.850,0.000,-0.055,2.891,8298.6826,52.4739,9.2074
1765391106.817515,4384,0.850,0.000,-0.055,2.954,8298.6826,52.4739,9.2074
1765391106.8260238,4385,0.850,0.000,-0.055,2.979,8298.6826,52.4739,9.2074
1765391106.8360803,4386,0.850,0.000,-0.055,3.011,8298.6826,52.4739,9.2074
1765391106.8436646,4387,0.850,0.000,-0.051,3.039,8298.6826,52.4739,9.2074
1765391106.8552532,4388,0.850,0.000,-0.051,3.081,8298.6826,52.4739,9.2074
1765391106.86762,4389,0.850,0.000,-0.051,3.127,8298.6826,52.4739,9.2074
1765391106.8781786,4390,0.850,0.000,-0.051,3.174,8298.6826,52.4739,9.2074
1765391106.9130304,4391,0.850,0.000,-0.048,3.225,8298.6826,52.4739,9.2074
1765391106.9140344,4392,0.850,0.000,-0.048,3.333,8298.6826,52.4739,9.2074
1765391106.9225376,4393,0.850,0.000,-0.048,3.371,8298.6826,52.4739,9.2074
1765391106.9325602,4394,0.850,0.000,-0.048,3.420,8298.6826,52.4739,9.2074
1765391106.9410775,4395,0.850,0.000,-0.045,3.458,8298.6826,52.4739,9.2074
1765391106.9521272,4396,0.850,0.000,-0.045,3.514,8298.6826,52.4739,9.2074
1765391106.9636388,4397,0.850,0.000,-0.045,3.571,8298.6826,52.4739,9.2074
1765391106.9752505,4398,0.850,0.000,-0.045,3.629,8298.6826,52.4739,9.2074
1765391107.0086975,4399,0.850,0.000,-0.041,3.691,8298.6826,52.4739,9.2074
1765391107.0106974,4400,0.850,0.000,-0.041,3.807,8298.6826,52.4739,9.2074
1765391107.0177152,4401,0.850,0.000,-0.041,3.850,8298.6826,52.4739,9.2074
1765391107.0277314,4402,0.850,0.000,-0.041,3.903,8298.6826,52.4739,9.2074
1765391107.036327,4403,0.850,0.000,-0.038,3.947,8298.6826,52.4739,9.2074
1765391107.0473797,4404,0.850,0.000,-0.038,4.003,8298.6826,52.4739,9.2074
1765391107.058418,4405,0.850,0.000,-0.038,4.063,8298.6826,52.4739,9.2074
1765391107.092385,4406,0.850,0.000,-0.038,4.126,8298.6826,52.4739,9.2074
1765391107.092385,4407,0.850,0.000,-0.035,4.249,8298.6826,52.4739,9.2074
1765391107.1023767,4408,0.850,0.000,-0.035,4.293,8298.6826,52.4739,9.2074
1765391107.1124065,4409,0.850,0.000,-0.035,4.346,8298.6826,52.4739,9.2074
1765391107.1204724,4410,0.850,0.000,-0.035,4.391,8298.6826,52.4739,9.2074
1765391107.1311138,4411,0.053,0.000,-0.031,4.449,8298.6826,52.4739,9.2074
1765391107.143157,4412,0.053,0.000,-0.031,4.512,8298.6826,52.4739,9.2074
1765391107.1763496,4413,0.053,0.000,-0.031,4.569,8298.6826,52.4739,9.2074
1765391107.1773496,4414,0.053,0.000,-0.031,4.667,8298.6826,52.4739,9.2074
1765391107.1855018,4415,0.000,0.567,-0.029,4.697,8298.6826,52.4739,9.2074
1765391107.1970112,4416,0.000,0.567,-0.029,4.731,8298.6826,52.4739,9.2074
1765391107.206037,4417,0.000,0.567,-0.029,4.749,8298.6826,52.4739,9.2074
1765391107.2200768,4418,0.000,0.567,-0.029,4.768,8298.6826,52.4739,9.2074
1765391107.2361395,4419,0.000,0.700,-0.025,4.775,8298.6826,52.4739,9.2074
1765391107.2511551,4420,0.000,0.700,-0.025,4.769,8298.6826,52.4739,9.2074
1765391107.2595725,4421,0.000,0.700,-0.025,4.759,8298.6826,52.4739,9.2074
1765391107.2690926,4422,0.000,0.700,-0.025,4.745,8298.6826,52.4739,9.2074
1765391107.279202,4423,0.850,0.000,-0.175,4.728,8298.6826,52.4739,9.2074
1765391107.2914903,4424,0.850,0.000,-0.175,4.710,8298.6826,52.4739,9.2074
1765391107.3241441,4425,0.850,0.000,-0.175,4.694,8298.6826,52.4739,9.2074
1765391107.3261445,4426,0.850,0.000,-0.175,4.673,8298.6826,52.4739,9.2074
1765391107.335478,4427,0.850,0.000,-0.141,4.672,8298.6826,52.4739,9.2074
1765391107.3439867,4428,0.850,0.000,-0.141,4.672,8298.6826,52.4739,9.2074
1765391107.3540177,4429,0.850,0.000,-0.141,4.674,8298.6826,52.4739,9.2074
1765391107.365097,4430,0.850,0.000,-0.141,4.680,8298.6826,52.4739,9.2074
1765391107.377236,4431,0.850,0.000,-0.133,4.691,8298.6826,52.4739,9.2074
1765391107.411595,4432,0.850,0.000,-0.133,4.706,8298.6826,52.4739,9.2074
1765391107.4125955,4433,0.850,0.000,-0.133,4.749,8298.6826,52.4739,9.2074
1765391107.4211037,4434,0.850,0.000,-0.133,4.769,8298.6826,52.4739,9.2074
1765391107.4321337,4435,0.850,0.000,-0.121,4.798,8298.6826,52.4739,9.2074
1765391107.441496,4436,0.850,0.000,-0.121,4.826,8298.6826,52.4739,9.2074
1765391107.4510033,4437,0.850,0.000,-0.121,4.860,8298.6826,52.4739,9.2074
1765391107.4640553,4438,0.850,0.000,-0.121,4.902,8298.6826,52.4739,9.2074
1765391107.4761786,4439,0.850,0.000,-0.106,4.946,8298.6826,52.4739,9.2074
1765391107.5091462,4440,0.850,0.000,-0.106,4.992,8298.6826,52.4739,9.2074
1765391107.5101469,4441,0.850,0.000,-0.106,5.086,8298.6826,52.4739,9.2074
1765391107.519303,4442,0.850,0.000,-0.106,5.123,8298.6826,52.4739,9.2074
